INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('1', 'Linda Lutz', 'Every have morning big.', 'BJ', '1929-01-08', 145);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('21', 'Elizabeth Lane', 'Big current father traditional stand far.', 'SE', '1992-06-27', 90);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('22', 'Hunter Cruz', 'Team card statement east far agreement.', 'AT', '1994-04-21', 30);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('23', 'Steven Harrison', 'Dark option put hot.', 'TD', '1971-07-28', 88);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('24', 'William Jones', 'Fact you today meet.', 'BE', '1933-01-01', 1);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('25', 'Eduardo Koch', 'Identify myself sing budget.', 'TH', '1940-05-08', 7);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('26', 'Andrew Meyer', 'Beautiful watch again firm reality drive.', 'KW', '1968-12-23', 58);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('27', 'William Adams', 'Social officer example see its make.', 'ZM', '1976-03-20', 39);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('28', 'Deanna May', 'Include carry page.', 'QA', '1978-09-19', 116);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('29', 'John Arnold', 'You seat reduce else.', 'ES', '1997-06-04', 8);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('30', 'Terri Sharp', 'Simple PM stage stuff daughter.', 'CG', '1986-03-05', 132);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('31', 'Sandra Page', 'Fill join represent development.', 'SO', '1981-04-26', 123);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('32', 'Robert Garcia', 'None prepare floor change official total.', 'CV', '1955-01-11', 14);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('33', 'Danny Miller', 'Defense term boy and someone soon.', 'PE', '2001-11-07', 119);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('34', 'Cassandra Rodriguez', 'And there red behavior our water.', 'RU', '1952-04-27', 4);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('35', 'Jeffrey Gonzalez', 'Suddenly be agreement stay red local deep.', 'TG', '1953-05-09', 157);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('36', 'Tonya Murray', 'Wall size college.', 'AO', '1968-10-07', 8);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('37', 'Alvin Hill', 'Field word law future state rest ball decide.', 'NA', '1996-03-28', 77);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('38', 'Edgar Miller', 'Small glass rate voice strategy.', 'ZM', '2003-05-26', 130);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('39', 'Melissa Glenn', 'Figure little every word morning.', 'CI', '1997-08-15', 174);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('40', 'Kathryn Miller', 'Number character say sort.', 'NA', '1982-11-01', 126);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('41', 'Nancy Ewing', 'Important need with where animal.', 'US', '2002-07-05', 34);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('42', 'Amanda Ramos', 'Since network admit include down.', 'AR', '1995-03-19', 133);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('43', 'Linda Howard', 'Subject peace white none.', 'PL', '1963-11-21', 9);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('44', 'Benjamin Johnson', 'Season Congress the because story kind.', 'MY', '1956-03-16', 101);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('45', 'Kaitlin Rocha', 'Occur miss administration miss machine.', 'LR', '1984-08-21', 9);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('46', 'Alexander Turner', 'People reveal perform.', 'GH', '1962-06-21', 97);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('47', 'Angela Morrison', 'On why no attention standard them.', 'SY', '1938-11-08', 122);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('48', 'Shannon Butler DVM', 'Phone strategy music class.', 'TH', '1938-12-10', 35);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('49', 'Michael Gonzalez', 'Better catch medical outside.', 'SC', '2006-03-25', 115);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('50', 'Ernest Leon', 'Defense western all.', 'GA', '1954-08-25', 114);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('51', 'Donna Johnson', 'Away research Congress lot senior development.', 'GW', '2003-09-24', 131);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('52', 'Deborah May', 'As world around recognize.', 'AE', '1973-12-14', 63);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('53', 'Jeffrey Ingram', 'Dark tonight perform pressure senior apply talk.', 'BW', '1999-05-13', 75);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('54', 'Christopher Richardson', 'Remain ready summer within price reason.', 'MU', '1931-12-23', 13);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('55', 'Brian Campbell', 'Them large society cut local community after for.', 'CI', '1928-06-07', 36);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('56', 'Michelle Neal', 'Couple southern book good third chance.', 'SO', '1956-08-31', 72);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('57', 'Crystal Crawford', 'Story remember else still push security.', 'IN', '1954-08-19', 74);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('58', 'Craig Mcintyre', 'Affect involve hand speak third despite.', 'ZA', '1967-10-28', 167);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('59', 'Paul White', 'Fear piece day any must improve scene.', 'BJ', '1964-12-21', 143);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('60', 'Ashley Vance', 'Room parent throw it against.', 'TR', '1941-06-28', 152);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('61', 'Victoria Moore', 'Radio while account police point reflect.', 'KM', '1984-09-15', 170);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('62', 'Bryan Young', 'Attack staff decide listen.', 'PE', '2004-08-04', 38);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('63', 'Daniel Montgomery', 'Popular pull toward drop politics real.', 'CV', '1993-03-23', 44);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('64', 'Douglas Dunn', 'Property so able decade nature property.', 'BJ', '1959-08-06', 27);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('65', 'Sean Johnson', 'View speech girl authority.', 'QA', '1974-07-17', 68);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('66', 'Aaron Saunders', 'Language wonder laugh event join member.', 'CA', '1934-07-03', 95);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('67', 'Edwin Woods', 'Bit citizen old before data to.', 'ID', '1924-05-27', 151);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('68', 'Todd Smith', 'Lot probably poor authority conference bank foot.', 'ID', '1969-12-20', 77);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('69', 'Bethany Reeves', 'While perhaps both improve expect expert bed.', 'SO', '1947-01-28', 142);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('70', 'Logan Jackson', 'Similar catch model bad.', 'MZ', '1942-05-18', 41);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('71', 'Karen Williams', 'Open type dream natural trip open.', 'IN', '1978-06-07', 28);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('72', 'Jennifer Garrison', 'Though role need manage.', 'AU', '1995-09-19', 154);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('73', 'Heidi Cross', 'Free focus time.', 'TR', '1967-07-25', 110);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('74', 'Leon Hernandez', 'Near interesting want young big himself.', 'ES', '1937-05-13', 163);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('75', 'Jo Jones', 'Scientist reflect toward door.', 'LR', '1992-10-01', 28);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('76', 'Jerome Mcintyre', 'Police professional start writer participant.', 'PE', '1995-01-10', 157);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('77', 'Sandra Henry', 'Truth city assume finish none. Need true its.', 'ES', '1926-02-26', 36);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('78', 'Amanda Kim', 'Memory myself close.', 'SZ', '1975-08-24', 140);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('79', 'Adam Pineda', 'Organization summer couple.', 'ML', '1927-03-09', 92);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('80', 'Kelly Mendez', 'Heavy boy white amount tend toward box.', 'NZ', '1996-08-04', 23);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('81', 'Brittany Dixon', 'Impact daughter big.', 'US', '2003-04-09', 29);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('82', 'Philip Norman', 'Accept one pressure music.', 'JP', '1942-01-06', 175);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('83', 'Hector Curry', 'Billion cover prove design street think.', 'HK', '2003-06-17', 37);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('84', 'Eric Stephens', 'Result by citizen if sense time structure.', 'MX', '1966-06-16', 105);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('85', 'John Rodriguez', 'Republican soon against discuss kid.', 'ML', '1930-01-28', 150);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('86', 'Lauren Mccall', 'Carry southern yes I history speech.', 'VN', '1939-09-17', 30);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('87', 'Larry Hopkins', 'Agency want call agency one.', 'ZW', '1978-09-07', 122);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('88', 'Joseph Gray', 'Go leg single natural least thus.', 'SE', '1971-03-29', 42);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('89', 'Mrs. Amy Morton MD', 'National short probably job.', 'CL', '1936-12-02', 106);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('90', 'Victoria Miller', 'Society give month interview Congress.', 'LS', '1994-11-06', 57);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('91', 'Rachel Ward', 'Consider several eat hold.', 'OM', '1960-02-09', 171);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('92', 'Tony Gibson', 'Read politics yard wish part.', 'IQ', '1954-04-15', 41);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('93', 'April Brown', 'Perhaps appear sport pull local plan.', 'SE', '1950-01-22', 114);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('94', 'Dillon Ramirez', 'Speak grow whom including.', 'KM', '1957-11-13', 142);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('95', 'Luis Lopez', 'How together day hard majority understand.', 'GH', '1959-06-06', 145);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('96', 'Jessica Ramos', 'Care expect direction church.', 'MZ', '1999-11-08', 27);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('97', 'Jaime Peters', 'Give situation try structure hair.', 'MW', '1990-04-15', 27);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('98', 'Christina Waller MD', 'General success charge say.', 'TH', '2006-07-14', 69);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('99', 'Jeremy Gray', 'Exist statement behavior live yeah.', 'TH', '1931-08-21', 114);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('100', 'Ralph Henson', 'Television special cause particular community.', 'KR', '1938-09-16', 115);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('101', 'Daniel Rodriguez', 'Spend culture issue ground bed.', 'MG', '1961-09-29', 14);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('102', 'Stephen Mckenzie', 'Wonder investment center.', 'CG', '1941-11-18', 84);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('103', 'Bonnie Joseph', 'Beautiful court kid tree customer.', 'BD', '1992-06-12', 148);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('104', 'Jack Deleon', 'Compare occur staff star fight surface.', 'JP', '1984-09-05', 152);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('105', 'Phillip Brown', 'Choose sign specific perhaps arm.', 'JP', '1938-03-15', 29);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('106', 'Angela Ware', 'Organization career town tend more.', 'KR', '1931-02-28', 100);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('107', 'Mark Shaw', 'Lead foot bag wonder opportunity herself other.', 'PT', '1979-06-08', 58);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('108', 'Christopher Adams', 'Discuss open leader receive.', 'BJ', '1943-08-09', 26);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('109', 'Julie Elliott', 'Media Mrs successful.', 'AT', '1929-08-31', 172);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('110', 'Melanie Smith', 'Clearly technology special heavy reflect indeed.', 'MW', '1975-11-07', 49);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('111', 'Valerie Wilkins', 'Record over outside including.', 'DJ', '1994-11-07', 46);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('112', 'Christine Aguirre', 'Increase experience service benefit.', 'GR', '1956-03-12', 152);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('113', 'Carolyn Little', 'Show care include rather use forget fill message.', 'US', '1933-01-24', 129);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('114', 'Kathy Davies', 'Arm smile evidence history politics car.', 'PH', '1949-09-23', 30);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('115', 'Michael Long', 'Let east affect early best may money reduce.', 'MA', '1961-02-16', 66);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('116', 'Mitchell Todd', 'Effort by treat response to always.', 'FI', '1958-03-07', 163);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('117', 'Sarah Newton', 'Public rest family step write majority.', 'ZM', '1962-02-22', 125);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('118', 'Keith Smith', 'Just improve two line worry rest.', 'SA', '1994-08-14', 159);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('119', 'Timothy Velazquez', 'Available safe too spring traditional.', 'NG', '1943-10-02', 148);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('120', 'Brooke Sims DDS', 'Seem detail specific development.', 'JP', '1995-06-14', 108);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('121', 'Bonnie Mays', 'Realize art his about key month.', 'MW', '2002-01-18', 67);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('122', 'Brenda Hall DDS', 'Morning wrong imagine claim career material.', 'MG', '2007-02-15', 170);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('123', 'Brandon Rodriguez', 'Real that new bar nature hospital medical.', 'MU', '1973-06-11', 136);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('124', 'Mariah Adams', 'Rise some person order enough.', 'ST', '1935-10-19', 45);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('125', 'Monica Patel', 'Notice career method world.', 'BW', '1986-10-28', 124);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('126', 'Jackie Stewart', 'Approach technology number role may human design.', 'NZ', '1950-10-14', 52);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('127', 'Jared Ruiz', 'Fire party feel office purpose.', 'TZ', '1960-01-20', 131);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('128', 'Amanda Lee', 'Several religious firm them can size.', 'BI', '1926-04-25', 134);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('129', 'Robert Medina', 'Save memory chair describe.', 'SZ', '1933-09-22', 13);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('130', 'Thomas Mitchell', 'Actually threat TV arm short suddenly.', 'LB', '1955-10-19', 67);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('131', 'Sarah Elliott', 'Beautiful save computer whose cultural.', 'CV', '1987-01-11', 153);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('132', 'Mrs. Kristen Kelly MD', 'Tough idea per.', 'ML', '1938-07-25', 44);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('133', 'Mary Kim', 'Director step although vote but agree minute.', 'GH', '1927-05-12', 17);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('134', 'Victoria Smith', 'Camera reveal include year red program area.', 'CH', '1990-08-07', 146);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('135', 'Jeremiah Harris', 'Defense quite hope somebody would.', 'NA', '1973-09-10', 152);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('136', 'John Smith', 'Security professional company wish both modern.', 'CF', '1970-02-23', 63);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('137', 'Gina Ross', 'Serve central about capital raise.', 'SZ', '1950-03-30', 63);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('138', 'Kevin Davidson', 'Week condition know structure early sell.', 'JO', '1928-05-11', 25);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('139', 'Christopher Allen', 'Security trial stock establish lose.', 'GB', '1957-10-31', 61);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('140', 'Andre Carroll', 'Energy hand compare step bag meet.', 'HU', '1986-09-11', 151);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('141', 'Maria Green', 'Air last start rich hard none.', 'BW', '1954-11-17', 154);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('142', 'Nathan Brown', 'Set child result yard simply.', 'GQ', '1998-05-19', 21);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('143', 'Emily Davis', 'Series something pattern.', 'LB', '1994-09-16', 86);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('144', 'Maria Warner', 'Social foreign me measure.', 'CA', '1977-10-14', 144);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('145', 'Matthew Price', 'Put apply save if. Serve notice hear threat.', 'CN', '1929-06-12', 9);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('146', 'Mary Kent', 'Well local page executive feeling receive bring.', 'DK', '1940-02-01', 23);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('147', 'Alexandria Bennett', 'Exist out avoid gas network case real team.', 'FR', '1960-04-15', 123);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('148', 'John Suarez', 'Issue significant left too Mr.', 'LR', '1967-10-16', 99);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('149', 'Bobby Foster', 'Wide include ever on prevent.', 'ZW', '1990-10-24', 21);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('150', 'Stacey Johnson', 'Ability very yeah. Hear work away.', 'SC', '1955-04-19', 38);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('151', 'Marc West', 'Yeah party price more.', 'SO', '1997-11-29', 146);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('152', 'Brenda Carrillo', 'Risk discover everything such.', 'DZ', '1976-07-26', 107);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('153', 'Phillip Trevino', 'Brother admit board magazine challenge statement.', 'EG', '1956-04-12', 4);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('154', 'Jennifer Vazquez', 'Question year exactly occur network.', 'BW', '1974-01-12', 22);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('155', 'Hunter Anderson', 'Suggest security actually whatever garden.', 'DK', '1998-10-13', 50);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('156', 'Kimberly Maxwell', 'Ever effort agree over three want position.', 'SZ', '2005-03-19', 154);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('157', 'Jeremy Garza', 'Result offer son affect dog generation professor.', 'IQ', '1941-01-09', 56);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('158', 'William Diaz', 'Language former thought various.', 'SZ', '1994-10-04', 133);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('159', 'Michael Pena', 'Political action truth down.', 'GQ', '1942-11-17', 136);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('160', 'Rachael Thompson', 'Citizen leg attack could eye allow want trouble.', 'ZM', '1964-12-31', 37);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('161', 'Bryan Owen', 'Else foot wife develop energy sign control.', 'SZ', '1954-04-25', 54);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('162', 'Mary Davenport', 'Coach key out involve behind reveal several.', 'BR', '1945-11-17', 85);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('163', 'Leslie Sanders', 'Listen authority now hear culture.', 'US', '1991-09-28', 22);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('164', 'Lauren Perry', 'Charge strategy physical contain crime.', 'KW', '2000-04-10', 174);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('165', 'Joshua Anderson', 'Try lose treat point hospital race how.', 'DK', '2003-05-30', 156);
INSERT INTO artists (artist_id, name, bio, country, date_of_birth, genre_id) VALUES ('166', 'Gabriel Green', 'Tax there maintain perhaps.', 'CI', '1980-10-25', 4);
